,Date,Count,Crime_Category,Region
0,2016-01-31,148498,17 Community Reported Serious Crime,South Africa
1,2016-02-29,145775,17 Community Reported Serious Crime,South Africa
2,2016-03-31,153130,17 Community Reported Serious Crime,South Africa
3,2016-04-30,145951,17 Community Reported Serious Crime,South Africa
4,2016-05-31,146622,17 Community Reported Serious Crime,South Africa
5,2016-06-30,137786,17 Community Reported Serious Crime,South Africa
6,2016-07-31,140891,17 Community Reported Serious Crime,South Africa
7,2016-08-31,152511,17 Community Reported Serious Crime,South Africa
8,2016-09-30,148738,17 Community Reported Serious Crime,South Africa
9,2016-10-31,153182,17 Community Reported Serious Crime,South Africa
10,2016-11-30,149276,17 Community Reported Serious Crime,South Africa
11,2016-12-31,151892,17 Community Reported Serious Crime,South Africa
12,2017-01-31,139237,17 Community Reported Serious Crime,South Africa
13,2017-02-28,132771,17 Community Reported Serious Crime,South Africa
14,2017-03-31,146528,17 Community Reported Serious Crime,South Africa
15,2017-04-30,134741,17 Community Reported Serious Crime,South Africa
16,2017-05-31,139957,17 Community Reported Serious Crime,South Africa
17,2017-06-30,132001,17 Community Reported Serious Crime,South Africa
18,2017-07-31,135735,17 Community Reported Serious Crime,South Africa
19,2017-08-31,140403,17 Community Reported Serious Crime,South Africa
20,2017-09-30,138446,17 Community Reported Serious Crime,South Africa
21,2017-10-31,146134,17 Community Reported Serious Crime,South Africa
22,2017-11-30,145254,17 Community Reported Serious Crime,South Africa
23,2017-12-31,148982,17 Community Reported Serious Crime,South Africa
24,2018-01-31,137104,17 Community Reported Serious Crime,South Africa
25,2018-02-28,130557,17 Community Reported Serious Crime,South Africa
26,2018-03-31,141260,17 Community Reported Serious Crime,South Africa
27,2018-04-30,134298,17 Community Reported Serious Crime,South Africa
28,2018-05-31,138263,17 Community Reported Serious Crime,South Africa
29,2018-06-30,132091,17 Community Reported Serious Crime,South Africa
30,2018-07-31,137304,17 Community Reported Serious Crime,South Africa
31,2018-08-31,141526,17 Community Reported Serious Crime,South Africa
32,2018-09-30,136423,17 Community Reported Serious Crime,South Africa
33,2018-10-31,144991,17 Community Reported Serious Crime,South Africa
34,2018-11-30,147274,17 Community Reported Serious Crime,South Africa
35,2018-12-31,151865,17 Community Reported Serious Crime,South Africa
36,2019-01-31,137419,17 Community Reported Serious Crime,South Africa
37,2019-02-28,133545,17 Community Reported Serious Crime,South Africa
38,2019-03-31,146329,17 Community Reported Serious Crime,South Africa
39,2019-04-30,136787,17 Community Reported Serious Crime,South Africa
40,2019-05-31,138889,17 Community Reported Serious Crime,South Africa
41,2019-06-30,126347,17 Community Reported Serious Crime,South Africa
42,2019-07-31,136305,17 Community Reported Serious Crime,South Africa
43,2019-08-31,136974,17 Community Reported Serious Crime,South Africa
44,2019-09-30,134024,17 Community Reported Serious Crime,South Africa
45,2019-10-31,145936,17 Community Reported Serious Crime,South Africa
46,2019-11-30,141432,17 Community Reported Serious Crime,South Africa
47,2019-12-31,142736,17 Community Reported Serious Crime,South Africa
48,2020-01-31,135023,17 Community Reported Serious Crime,South Africa
49,2020-02-29,133888,17 Community Reported Serious Crime,South Africa
50,2020-03-31,127555,17 Community Reported Serious Crime,South Africa
51,2020-04-30,73190,17 Community Reported Serious Crime,South Africa
52,2020-05-31,86575,17 Community Reported Serious Crime,South Africa
53,2020-06-30,106730,17 Community Reported Serious Crime,South Africa
54,2020-07-31,105177,17 Community Reported Serious Crime,South Africa
55,2020-08-31,117678,17 Community Reported Serious Crime,South Africa
56,2020-09-30,129422,17 Community Reported Serious Crime,South Africa
57,2020-10-31,135207,17 Community Reported Serious Crime,South Africa
58,2020-11-30,131697,17 Community Reported Serious Crime,South Africa
59,2020-12-31,132814,17 Community Reported Serious Crime,South Africa
60,2021-01-31,101562,17 Community Reported Serious Crime,South Africa
61,2021-02-28,116207,17 Community Reported Serious Crime,South Africa
62,2021-03-31,130151,17 Community Reported Serious Crime,South Africa
0,2016-01-31,58,Abduction,South Africa
1,2016-02-29,54,Abduction,South Africa
2,2016-03-31,54,Abduction,South Africa
3,2016-04-30,41,Abduction,South Africa
4,2016-05-31,40,Abduction,South Africa
5,2016-06-30,36,Abduction,South Africa
6,2016-07-31,58,Abduction,South Africa
7,2016-08-31,47,Abduction,South Africa
8,2016-09-30,57,Abduction,South Africa
9,2016-10-31,49,Abduction,South Africa
10,2016-11-30,47,Abduction,South Africa
11,2016-12-31,58,Abduction,South Africa
12,2017-01-31,57,Abduction,South Africa
13,2017-02-28,50,Abduction,South Africa
14,2017-03-31,50,Abduction,South Africa
15,2017-04-30,38,Abduction,South Africa
16,2017-05-31,44,Abduction,South Africa
17,2017-06-30,52,Abduction,South Africa
18,2017-07-31,30,Abduction,South Africa
19,2017-08-31,46,Abduction,South Africa
20,2017-09-30,52,Abduction,South Africa
21,2017-10-31,31,Abduction,South Africa
22,2017-11-30,33,Abduction,South Africa
23,2017-12-31,44,Abduction,South Africa
24,2018-01-31,55,Abduction,South Africa
25,2018-02-28,27,Abduction,South Africa
26,2018-03-31,31,Abduction,South Africa
27,2018-04-30,44,Abduction,South Africa
28,2018-05-31,34,Abduction,South Africa
29,2018-06-30,30,Abduction,South Africa
30,2018-07-31,39,Abduction,South Africa
31,2018-08-31,40,Abduction,South Africa
32,2018-09-30,26,Abduction,South Africa
33,2018-10-31,26,Abduction,South Africa
34,2018-11-30,38,Abduction,South Africa
35,2018-12-31,56,Abduction,South Africa
36,2019-01-31,51,Abduction,South Africa
37,2019-02-28,41,Abduction,South Africa
38,2019-03-31,38,Abduction,South Africa
39,2019-04-30,29,Abduction,South Africa
40,2019-05-31,25,Abduction,South Africa
41,2019-06-30,31,Abduction,South Africa
42,2019-07-31,33,Abduction,South Africa
43,2019-08-31,23,Abduction,South Africa
44,2019-09-30,21,Abduction,South Africa
45,2019-10-31,53,Abduction,South Africa
46,2019-11-30,46,Abduction,South Africa
47,2019-12-31,31,Abduction,South Africa
48,2020-01-31,40,Abduction,South Africa
49,2020-02-29,39,Abduction,South Africa
50,2020-03-31,15,Abduction,South Africa
51,2020-04-30,10,Abduction,South Africa
52,2020-05-31,22,Abduction,South Africa
53,2020-06-30,18,Abduction,South Africa
54,2020-07-31,21,Abduction,South Africa
55,2020-08-31,28,Abduction,South Africa
56,2020-09-30,42,Abduction,South Africa
57,2020-10-31,44,Abduction,South Africa
58,2020-11-30,44,Abduction,South Africa
59,2020-12-31,33,Abduction,South Africa
60,2021-01-31,21,Abduction,South Africa
61,2021-02-28,29,Abduction,South Africa
62,2021-03-31,30,Abduction,South Africa
0,2016-01-31,28337,All theft not mentioned elsewhere,South Africa
1,2016-02-29,28269,All theft not mentioned elsewhere,South Africa
2,2016-03-31,29237,All theft not mentioned elsewhere,South Africa
3,2016-04-30,28748,All theft not mentioned elsewhere,South Africa
4,2016-05-31,29316,All theft not mentioned elsewhere,South Africa
5,2016-06-30,27112,All theft not mentioned elsewhere,South Africa
6,2016-07-31,26582,All theft not mentioned elsewhere,South Africa
7,2016-08-31,29592,All theft not mentioned elsewhere,South Africa
8,2016-09-30,28208,All theft not mentioned elsewhere,South Africa
9,2016-10-31,28112,All theft not mentioned elsewhere,South Africa
10,2016-11-30,27980,All theft not mentioned elsewhere,South Africa
11,2016-12-31,25550,All theft not mentioned elsewhere,South Africa
12,2017-01-31,26244,All theft not mentioned elsewhere,South Africa
13,2017-02-28,24886,All theft not mentioned elsewhere,South Africa
14,2017-03-31,27594,All theft not mentioned elsewhere,South Africa
15,2017-04-30,23758,All theft not mentioned elsewhere,South Africa
16,2017-05-31,26968,All theft not mentioned elsewhere,South Africa
17,2017-06-30,24587,All theft not mentioned elsewhere,South Africa
18,2017-07-31,24768,All theft not mentioned elsewhere,South Africa
19,2017-08-31,26178,All theft not mentioned elsewhere,South Africa
20,2017-09-30,24728,All theft not mentioned elsewhere,South Africa
21,2017-10-31,26870,All theft not mentioned elsewhere,South Africa
22,2017-11-30,26761,All theft not mentioned elsewhere,South Africa
23,2017-12-31,24123,All theft not mentioned elsewhere,South Africa
24,2018-01-31,25602,All theft not mentioned elsewhere,South Africa
25,2018-02-28,24265,All theft not mentioned elsewhere,South Africa
26,2018-03-31,25753,All theft not mentioned elsewhere,South Africa
27,2018-04-30,23708,All theft not mentioned elsewhere,South Africa
28,2018-05-31,26184,All theft not mentioned elsewhere,South Africa
29,2018-06-30,24361,All theft not mentioned elsewhere,South Africa
30,2018-07-31,25465,All theft not mentioned elsewhere,South Africa
31,2018-08-31,25928,All theft not mentioned elsewhere,South Africa
32,2018-09-30,24015,All theft not mentioned elsewhere,South Africa
33,2018-10-31,26922,All theft not mentioned elsewhere,South Africa
34,2018-11-30,27095,All theft not mentioned elsewhere,South Africa
35,2018-12-31,23816,All theft not mentioned elsewhere,South Africa
36,2019-01-31,25428,All theft not mentioned elsewhere,South Africa
37,2019-02-28,23879,All theft not mentioned elsewhere,South Africa
38,2019-03-31,25226,All theft not mentioned elsewhere,South Africa
39,2019-04-30,24324,All theft not mentioned elsewhere,South Africa
40,2019-05-31,25049,All theft not mentioned elsewhere,South Africa
41,2019-06-30,22331,All theft not mentioned elsewhere,South Africa
42,2019-07-31,24434,All theft not mentioned elsewhere,South Africa
43,2019-08-31,24095,All theft not mentioned elsewhere,South Africa
44,2019-09-30,22833,All theft not mentioned elsewhere,South Africa
45,2019-10-31,25298,All theft not mentioned elsewhere,South Africa
46,2019-11-30,24223,All theft not mentioned elsewhere,South Africa
47,2019-12-31,21988,All theft not mentioned elsewhere,South Africa
48,2020-01-31,24152,All theft not mentioned elsewhere,South Africa
49,2020-02-29,23476,All theft not mentioned elsewhere,South Africa
50,2020-03-31,21928,All theft not mentioned elsewhere,South Africa
51,2020-04-30,12303,All theft not mentioned elsewhere,South Africa
52,2020-05-31,15929,All theft not mentioned elsewhere,South Africa
53,2020-06-30,17223,All theft not mentioned elsewhere,South Africa
54,2020-07-31,18377,All theft not mentioned elsewhere,South Africa
55,2020-08-31,19458,All theft not mentioned elsewhere,South Africa
56,2020-09-30,20319,All theft not mentioned elsewhere,South Africa
57,2020-10-31,21663,All theft not mentioned elsewhere,South Africa
58,2020-11-30,20965,All theft not mentioned elsewhere,South Africa
59,2020-12-31,19567,All theft not mentioned elsewhere,South Africa
60,2021-01-31,18643,All theft not mentioned elsewhere,South Africa
61,2021-02-28,19212,All theft not mentioned elsewhere,South Africa
62,2021-03-31,21791,All theft not mentioned elsewhere,South Africa
0,2016-01-31,408,Arson,South Africa
1,2016-02-29,373,Arson,South Africa
2,2016-03-31,398,Arson,South Africa
3,2016-04-30,385,Arson,South Africa
4,2016-05-31,363,Arson,South Africa
5,2016-06-30,359,Arson,South Africa
6,2016-07-31,409,Arson,South Africa
7,2016-08-31,440,Arson,South Africa
8,2016-09-30,396,Arson,South Africa
9,2016-10-31,440,Arson,South Africa
10,2016-11-30,347,Arson,South Africa
11,2016-12-31,418,Arson,South Africa
12,2017-01-31,296,Arson,South Africa
13,2017-02-28,276,Arson,South Africa
14,2017-03-31,309,Arson,South Africa
15,2017-04-30,292,Arson,South Africa
16,2017-05-31,311,Arson,South Africa
17,2017-06-30,325,Arson,South Africa
18,2017-07-31,369,Arson,South Africa
19,2017-08-31,372,Arson,South Africa
20,2017-09-30,399,Arson,South Africa
21,2017-10-31,325,Arson,South Africa
22,2017-11-30,343,Arson,South Africa
23,2017-12-31,379,Arson,South Africa
24,2018-01-31,280,Arson,South Africa
25,2018-02-28,283,Arson,South Africa
26,2018-03-31,277,Arson,South Africa
27,2018-04-30,313,Arson,South Africa
28,2018-05-31,318,Arson,South Africa
29,2018-06-30,314,Arson,South Africa
30,2018-07-31,389,Arson,South Africa
31,2018-08-31,345,Arson,South Africa
32,2018-09-30,392,Arson,South Africa
33,2018-10-31,380,Arson,South Africa
34,2018-11-30,321,Arson,South Africa
35,2018-12-31,441,Arson,South Africa
36,2019-01-31,297,Arson,South Africa
37,2019-02-28,293,Arson,South Africa
38,2019-03-31,356,Arson,South Africa
39,2019-04-30,282,Arson,South Africa
40,2019-05-31,316,Arson,South Africa
41,2019-06-30,345,Arson,South Africa
42,2019-07-31,353,Arson,South Africa
43,2019-08-31,358,Arson,South Africa
44,2019-09-30,346,Arson,South Africa
45,2019-10-31,357,Arson,South Africa
46,2019-11-30,254,Arson,South Africa
47,2019-12-31,388,Arson,South Africa
48,2020-01-31,294,Arson,South Africa
49,2020-02-29,265,Arson,South Africa
50,2020-03-31,294,Arson,South Africa
51,2020-04-30,112,Arson,South Africa
52,2020-05-31,188,Arson,South Africa
53,2020-06-30,333,Arson,South Africa
54,2020-07-31,318,Arson,South Africa
55,2020-08-31,304,Arson,South Africa
56,2020-09-30,364,Arson,South Africa
57,2020-10-31,322,Arson,South Africa
58,2020-11-30,284,Arson,South Africa
59,2020-12-31,351,Arson,South Africa
60,2021-01-31,162,Arson,South Africa
61,2021-02-28,246,Arson,South Africa
62,2021-03-31,324,Arson,South Africa
0,2016-01-31,15691,Assault with the intent to inflict grievous bodily harm,South Africa
1,2016-02-29,14937,Assault with the intent to inflict grievous bodily harm,South Africa
2,2016-03-31,16029,Assault with the intent to inflict grievous bodily harm,South Africa
3,2016-04-30,13224,Assault with the intent to inflict grievous bodily harm,South Africa
4,2016-05-31,12860,Assault with the intent to inflict grievous bodily harm,South Africa
5,2016-06-30,12016,Assault with the intent to inflict grievous bodily harm,South Africa
6,2016-07-31,12426,Assault with the intent to inflict grievous bodily harm,South Africa
7,2016-08-31,14006,Assault with the intent to inflict grievous bodily harm,South Africa
8,2016-09-30,14158,Assault with the intent to inflict grievous bodily harm,South Africa
9,2016-10-31,15980,Assault with the intent to inflict grievous bodily harm,South Africa
10,2016-11-30,15259,Assault with the intent to inflict grievous bodily harm,South Africa
11,2016-12-31,19668,Assault with the intent to inflict grievous bodily harm,South Africa
12,2017-01-31,14006,Assault with the intent to inflict grievous bodily harm,South Africa
13,2017-02-28,12942,Assault with the intent to inflict grievous bodily harm,South Africa
14,2017-03-31,14218,Assault with the intent to inflict grievous bodily harm,South Africa
15,2017-04-30,13628,Assault with the intent to inflict grievous bodily harm,South Africa
16,2017-05-31,11945,Assault with the intent to inflict grievous bodily harm,South Africa
17,2017-06-30,11763,Assault with the intent to inflict grievous bodily harm,South Africa
18,2017-07-31,13112,Assault with the intent to inflict grievous bodily harm,South Africa
19,2017-08-31,12578,Assault with the intent to inflict grievous bodily harm,South Africa
20,2017-09-30,14259,Assault with the intent to inflict grievous bodily harm,South Africa
21,2017-10-31,14744,Assault with the intent to inflict grievous bodily harm,South Africa
22,2017-11-30,14947,Assault with the intent to inflict grievous bodily harm,South Africa
23,2017-12-31,19463,Assault with the intent to inflict grievous bodily harm,South Africa
24,2018-01-31,13711,Assault with the intent to inflict grievous bodily harm,South Africa
25,2018-02-28,12880,Assault with the intent to inflict grievous bodily harm,South Africa
26,2018-03-31,14487,Assault with the intent to inflict grievous bodily harm,South Africa
27,2018-04-30,13447,Assault with the intent to inflict grievous bodily harm,South Africa
28,2018-05-31,12131,Assault with the intent to inflict grievous bodily harm,South Africa
29,2018-06-30,11986,Assault with the intent to inflict grievous bodily harm,South Africa
30,2018-07-31,12877,Assault with the intent to inflict grievous bodily harm,South Africa
31,2018-08-31,12755,Assault with the intent to inflict grievous bodily harm,South Africa
32,2018-09-30,14261,Assault with the intent to inflict grievous bodily harm,South Africa
33,2018-10-31,14555,Assault with the intent to inflict grievous bodily harm,South Africa
34,2018-11-30,15041,Assault with the intent to inflict grievous bodily harm,South Africa
35,2018-12-31,20987,Assault with the intent to inflict grievous bodily harm,South Africa
36,2019-01-31,13305,Assault with the intent to inflict grievous bodily harm,South Africa
37,2019-02-28,13658,Assault with the intent to inflict grievous bodily harm,South Africa
38,2019-03-31,16150,Assault with the intent to inflict grievous bodily harm,South Africa
39,2019-04-30,13189,Assault with the intent to inflict grievous bodily harm,South Africa
40,2019-05-31,12661,Assault with the intent to inflict grievous bodily harm,South Africa
41,2019-06-30,11575,Assault with the intent to inflict grievous bodily harm,South Africa
42,2019-07-31,12407,Assault with the intent to inflict grievous bodily harm,South Africa
43,2019-08-31,13177,Assault with the intent to inflict grievous bodily harm,South Africa
44,2019-09-30,14223,Assault with the intent to inflict grievous bodily harm,South Africa
45,2019-10-31,15389,Assault with the intent to inflict grievous bodily harm,South Africa
46,2019-11-30,15028,Assault with the intent to inflict grievous bodily harm,South Africa
47,2019-12-31,19011,Assault with the intent to inflict grievous bodily harm,South Africa
48,2020-01-31,13619,Assault with the intent to inflict grievous bodily harm,South Africa
49,2020-02-29,13259,Assault with the intent to inflict grievous bodily harm,South Africa
50,2020-03-31,13290,Assault with the intent to inflict grievous bodily harm,South Africa
51,2020-04-30,5065,Assault with the intent to inflict grievous bodily harm,South Africa
52,2020-05-31,6043,Assault with the intent to inflict grievous bodily harm,South Africa
53,2020-06-30,10956,Assault with the intent to inflict grievous bodily harm,South Africa
54,2020-07-31,8426,Assault with the intent to inflict grievous bodily harm,South Africa
55,2020-08-31,10974,Assault with the intent to inflict grievous bodily harm,South Africa
56,2020-09-30,15490,Assault with the intent to inflict grievous bodily harm,South Africa
57,2020-10-31,16026,Assault with the intent to inflict grievous bodily harm,South Africa
58,2020-11-30,15707,Assault with the intent to inflict grievous bodily harm,South Africa
59,2020-12-31,18391,Assault with the intent to inflict grievous bodily harm,South Africa
60,2021-01-31,7773,Assault with the intent to inflict grievous bodily harm,South Africa
61,2021-02-28,13264,Assault with the intent to inflict grievous bodily harm,South Africa
62,2021-03-31,15380,Assault with the intent to inflict grievous bodily harm,South Africa
0,2016-01-31,1481,Attempted murder,South Africa
1,2016-02-29,1417,Attempted murder,South Africa
2,2016-03-31,1546,Attempted murder,South Africa
3,2016-04-30,1463,Attempted murder,South Africa
4,2016-05-31,1461,Attempted murder,South Africa
5,2016-06-30,1405,Attempted murder,South Africa
6,2016-07-31,1510,Attempted murder,South Africa
7,2016-08-31,1540,Attempted murder,South Africa
8,2016-09-30,1527,Attempted murder,South Africa
9,2016-10-31,1577,Attempted murder,South Africa
10,2016-11-30,1584,Attempted murder,South Africa
11,2016-12-31,1766,Attempted murder,South Africa
12,2017-01-31,1484,Attempted murder,South Africa
13,2017-02-28,1352,Attempted murder,South Africa
14,2017-03-31,1581,Attempted murder,South Africa
15,2017-04-30,1542,Attempted murder,South Africa
16,2017-05-31,1465,Attempted murder,South Africa
17,2017-06-30,1485,Attempted murder,South Africa
18,2017-07-31,1612,Attempted murder,South Africa
19,2017-08-31,1526,Attempted murder,South Africa
20,2017-09-30,1582,Attempted murder,South Africa
21,2017-10-31,1549,Attempted murder,South Africa
22,2017-11-30,1613,Attempted murder,South Africa
23,2017-12-31,1664,Attempted murder,South Africa
24,2018-01-31,1449,Attempted murder,South Africa
25,2018-02-28,1322,Attempted murder,South Africa
26,2018-03-31,1472,Attempted murder,South Africa
27,2018-04-30,1523,Attempted murder,South Africa
28,2018-05-31,1471,Attempted murder,South Africa
29,2018-06-30,1435,Attempted murder,South Africa
30,2018-07-31,1554,Attempted murder,South Africa
31,2018-08-31,1646,Attempted murder,South Africa
32,2018-09-30,1689,Attempted murder,South Africa
33,2018-10-31,1593,Attempted murder,South Africa
34,2018-11-30,1629,Attempted murder,South Africa
35,2018-12-31,1838,Attempted murder,South Africa
36,2019-01-31,1433,Attempted murder,South Africa
37,2019-02-28,1468,Attempted murder,South Africa
38,2019-03-31,1746,Attempted murder,South Africa
39,2019-04-30,1484,Attempted murder,South Africa
40,2019-05-31,1560,Attempted murder,South Africa
41,2019-06-30,1531,Attempted murder,South Africa
42,2019-07-31,1583,Attempted murder,South Africa
43,2019-08-31,1634,Attempted murder,South Africa
44,2019-09-30,1639,Attempted murder,South Africa
45,2019-10-31,1699,Attempted murder,South Africa
46,2019-11-30,1642,Attempted murder,South Africa
47,2019-12-31,1673,Attempted murder,South Africa
48,2020-01-31,1357,Attempted murder,South Africa
49,2020-02-29,1396,Attempted murder,South Africa
50,2020-03-31,1463,Attempted murder,South Africa
51,2020-04-30,862,Attempted murder,South Africa
52,2020-05-31,1089,Attempted murder,South Africa
53,2020-06-30,1536,Attempted murder,South Africa
54,2020-07-31,1532,Attempted murder,South Africa
55,2020-08-31,1604,Attempted murder,South Africa
56,2020-09-30,1805,Attempted murder,South Africa
57,2020-10-31,1786,Attempted murder,South Africa
58,2020-11-30,1784,Attempted murder,South Africa
59,2020-12-31,1882,Attempted murder,South Africa
60,2021-01-31,1191,Attempted murder,South Africa
61,2021-02-28,1614,Attempted murder,South Africa
62,2021-03-31,1777,Attempted murder,South Africa
0,2016-01-31,224,Attempted sexual offences,South Africa
1,2016-02-29,222,Attempted sexual offences,South Africa
2,2016-03-31,243,Attempted sexual offences,South Africa
3,2016-04-30,178,Attempted sexual offences,South Africa
4,2016-05-31,180,Attempted sexual offences,South Africa
5,2016-06-30,133,Attempted sexual offences,South Africa
6,2016-07-31,133,Attempted sexual offences,South Africa
7,2016-08-31,168,Attempted sexual offences,South Africa
8,2016-09-30,174,Attempted sexual offences,South Africa
9,2016-10-31,183,Attempted sexual offences,South Africa
10,2016-11-30,194,Attempted sexual offences,South Africa
11,2016-12-31,246,Attempted sexual offences,South Africa
12,2017-01-31,154,Attempted sexual offences,South Africa
13,2017-02-28,151,Attempted sexual offences,South Africa
14,2017-03-31,183,Attempted sexual offences,South Africa
15,2017-04-30,169,Attempted sexual offences,South Africa
16,2017-05-31,155,Attempted sexual offences,South Africa
17,2017-06-30,139,Attempted sexual offences,South Africa
18,2017-07-31,169,Attempted sexual offences,South Africa
19,2017-08-31,161,Attempted sexual offences,South Africa
20,2017-09-30,185,Attempted sexual offences,South Africa
21,2017-10-31,181,Attempted sexual offences,South Africa
22,2017-11-30,148,Attempted sexual offences,South Africa
23,2017-12-31,259,Attempted sexual offences,South Africa
24,2018-01-31,157,Attempted sexual offences,South Africa
25,2018-02-28,155,Attempted sexual offences,South Africa
26,2018-03-31,188,Attempted sexual offences,South Africa
27,2018-04-30,176,Attempted sexual offences,South Africa
28,2018-05-31,140,Attempted sexual offences,South Africa
29,2018-06-30,135,Attempted sexual offences,South Africa
30,2018-07-31,148,Attempted sexual offences,South Africa
31,2018-08-31,137,Attempted sexual offences,South Africa
32,2018-09-30,196,Attempted sexual offences,South Africa
33,2018-10-31,165,Attempted sexual offences,South Africa
34,2018-11-30,171,Attempted sexual offences,South Africa
35,2018-12-31,268,Attempted sexual offences,South Africa
36,2019-01-31,168,Attempted sexual offences,South Africa
37,2019-02-28,200,Attempted sexual offences,South Africa
38,2019-03-31,242,Attempted sexual offences,South Africa
39,2019-04-30,171,Attempted sexual offences,South Africa
40,2019-05-31,152,Attempted sexual offences,South Africa
41,2019-06-30,131,Attempted sexual offences,South Africa
42,2019-07-31,132,Attempted sexual offences,South Africa
43,2019-08-31,157,Attempted sexual offences,South Africa
44,2019-09-30,209,Attempted sexual offences,South Africa
45,2019-10-31,203,Attempted sexual offences,South Africa
46,2019-11-30,192,Attempted sexual offences,South Africa
47,2019-12-31,244,Attempted sexual offences,South Africa
48,2020-01-31,161,Attempted sexual offences,South Africa
49,2020-02-29,190,Attempted sexual offences,South Africa
50,2020-03-31,146,Attempted sexual offences,South Africa
51,2020-04-30,68,Attempted sexual offences,South Africa
52,2020-05-31,60,Attempted sexual offences,South Africa
53,2020-06-30,143,Attempted sexual offences,South Africa
54,2020-07-31,108,Attempted sexual offences,South Africa
55,2020-08-31,143,Attempted sexual offences,South Africa
56,2020-09-30,200,Attempted sexual offences,South Africa
57,2020-10-31,195,Attempted sexual offences,South Africa
58,2020-11-30,219,Attempted sexual offences,South Africa
59,2020-12-31,211,Attempted sexual offences,South Africa
60,2021-01-31,94,Attempted sexual offences,South Africa
61,2021-02-28,154,Attempted sexual offences,South Africa
62,2021-03-31,185,Attempted sexual offences,South Africa
0,2016-01-31,0,Bank Robbery,South Africa
1,2016-02-29,0,Bank Robbery,South Africa
2,2016-03-31,0,Bank Robbery,South Africa
3,2016-04-30,0,Bank Robbery,South Africa
4,2016-05-31,0,Bank Robbery,South Africa
5,2016-06-30,0,Bank Robbery,South Africa
6,2016-07-31,0,Bank Robbery,South Africa
7,2016-08-31,0,Bank Robbery,South Africa
8,2016-09-30,0,Bank Robbery,South Africa
9,2016-10-31,0,Bank Robbery,South Africa
10,2016-11-30,0,Bank Robbery,South Africa
11,2016-12-31,0,Bank Robbery,South Africa
12,2017-01-31,0,Bank Robbery,South Africa
13,2017-02-28,1,Bank Robbery,South Africa
14,2017-03-31,0,Bank Robbery,South Africa
15,2017-04-30,0,Bank Robbery,South Africa
16,2017-05-31,0,Bank Robbery,South Africa
17,2017-06-30,0,Bank Robbery,South Africa
18,2017-07-31,0,Bank Robbery,South Africa
19,2017-08-31,0,Bank Robbery,South Africa
20,2017-09-30,0,Bank Robbery,South Africa
21,2017-10-31,0,Bank Robbery,South Africa
22,2017-11-30,0,Bank Robbery,South Africa
23,2017-12-31,0,Bank Robbery,South Africa
24,2018-01-31,0,Bank Robbery,South Africa
25,2018-02-28,0,Bank Robbery,South Africa
26,2018-03-31,0,Bank Robbery,South Africa
27,2018-04-30,0,Bank Robbery,South Africa
28,2018-05-31,0,Bank Robbery,South Africa
29,2018-06-30,0,Bank Robbery,South Africa
30,2018-07-31,0,Bank Robbery,South Africa
31,2018-08-31,0,Bank Robbery,South Africa
32,2018-09-30,0,Bank Robbery,South Africa
33,2018-10-31,0,Bank Robbery,South Africa
34,2018-11-30,0,Bank Robbery,South Africa
35,2018-12-31,0,Bank Robbery,South Africa
36,2019-01-31,0,Bank Robbery,South Africa
37,2019-02-28,1,Bank Robbery,South Africa
38,2019-03-31,0,Bank Robbery,South Africa
39,2019-04-30,0,Bank Robbery,South Africa
40,2019-05-31,0,Bank Robbery,South Africa
41,2019-06-30,0,Bank Robbery,South Africa
42,2019-07-31,0,Bank Robbery,South Africa
43,2019-08-31,0,Bank Robbery,South Africa
44,2019-09-30,0,Bank Robbery,South Africa
45,2019-10-31,0,Bank Robbery,South Africa
46,2019-11-30,0,Bank Robbery,South Africa
47,2019-12-31,0,Bank Robbery,South Africa
48,2020-01-31,0,Bank Robbery,South Africa
49,2020-02-29,0,Bank Robbery,South Africa
50,2020-03-31,0,Bank Robbery,South Africa
51,2020-04-30,0,Bank Robbery,South Africa
52,2020-05-31,0,Bank Robbery,South Africa
53,2020-06-30,0,Bank Robbery,South Africa
54,2020-07-31,0,Bank Robbery,South Africa
55,2020-08-31,0,Bank Robbery,South Africa
56,2020-09-30,0,Bank Robbery,South Africa
57,2020-10-31,0,Bank Robbery,South Africa
58,2020-11-30,0,Bank Robbery,South Africa
59,2020-12-31,0,Bank Robbery,South Africa
60,2021-01-31,0,Bank Robbery,South Africa
61,2021-02-28,1,Bank Robbery,South Africa
62,2021-03-31,0,Bank Robbery,South Africa
0,2016-01-31,6518,Burglary at non-residential premises,South Africa
1,2016-02-29,6330,Burglary at non-residential premises,South Africa
2,2016-03-31,6521,Burglary at non-residential premises,South Africa
3,2016-04-30,6183,Burglary at non-residential premises,South Africa
4,2016-05-31,6394,Burglary at non-residential premises,South Africa
5,2016-06-30,6456,Burglary at non-residential premises,South Africa
6,2016-07-31,5995,Burglary at non-residential premises,South Africa
7,2016-08-31,6626,Burglary at non-residential premises,South Africa
8,2016-09-30,6421,Burglary at non-residential premises,South Africa
9,2016-10-31,6630,Burglary at non-residential premises,South Africa
10,2016-11-30,6374,Burglary at non-residential premises,South Africa
11,2016-12-31,5731,Burglary at non-residential premises,South Africa
12,2017-01-31,6392,Burglary at non-residential premises,South Africa
13,2017-02-28,6112,Burglary at non-residential premises,South Africa
14,2017-03-31,6332,Burglary at non-residential premises,South Africa
15,2017-04-30,5857,Burglary at non-residential premises,South Africa
16,2017-05-31,6309,Burglary at non-residential premises,South Africa
