,Date,Count,Crime_Category,Region
43,2019-08-31,84,Murder,North West
44,2019-09-30,73,Murder,North West
45,2019-10-31,81,Murder,North West
46,2019-11-30,98,Murder,North West
47,2019-12-31,83,Murder,North West
48,2020-01-31,62,Murder,North West
49,2020-02-29,57,Murder,North West
50,2020-03-31,54,Murder,North West
51,2020-04-30,32,Murder,North West
52,2020-05-31,34,Murder,North West
53,2020-06-30,61,Murder,North West
54,2020-07-31,60,Murder,North West
55,2020-08-31,63,Murder,North West
56,2020-09-30,74,Murder,North West
57,2020-10-31,74,Murder,North West
58,2020-11-30,72,Murder,North West
59,2020-12-31,93,Murder,North West
60,2021-01-31,38,Murder,North West
61,2021-02-28,53,Murder,North West
62,2021-03-31,84,Murder,North West
0,2016-01-31,15,Neglect and ill-treatment of children,North West
1,2016-02-29,8,Neglect and ill-treatment of children,North West
2,2016-03-31,9,Neglect and ill-treatment of children,North West
3,2016-04-30,13,Neglect and ill-treatment of children,North West
4,2016-05-31,9,Neglect and ill-treatment of children,North West
5,2016-06-30,7,Neglect and ill-treatment of children,North West
6,2016-07-31,12,Neglect and ill-treatment of children,North West
7,2016-08-31,16,Neglect and ill-treatment of children,North West
8,2016-09-30,9,Neglect and ill-treatment of children,North West
9,2016-10-31,4,Neglect and ill-treatment of children,North West
10,2016-11-30,14,Neglect and ill-treatment of children,North West
11,2016-12-31,8,Neglect and ill-treatment of children,North West
12,2017-01-31,10,Neglect and ill-treatment of children,North West
13,2017-02-28,11,Neglect and ill-treatment of children,North West
14,2017-03-31,8,Neglect and ill-treatment of children,North West
15,2017-04-30,8,Neglect and ill-treatment of children,North West
16,2017-05-31,14,Neglect and ill-treatment of children,North West
17,2017-06-30,9,Neglect and ill-treatment of children,North West
18,2017-07-31,3,Neglect and ill-treatment of children,North West
19,2017-08-31,14,Neglect and ill-treatment of children,North West
20,2017-09-30,5,Neglect and ill-treatment of children,North West
21,2017-10-31,5,Neglect and ill-treatment of children,North West
22,2017-11-30,10,Neglect and ill-treatment of children,North West
23,2017-12-31,8,Neglect and ill-treatment of children,North West
24,2018-01-31,9,Neglect and ill-treatment of children,North West
25,2018-02-28,9,Neglect and ill-treatment of children,North West
26,2018-03-31,8,Neglect and ill-treatment of children,North West
27,2018-04-30,10,Neglect and ill-treatment of children,North West
28,2018-05-31,11,Neglect and ill-treatment of children,North West
29,2018-06-30,10,Neglect and ill-treatment of children,North West
30,2018-07-31,12,Neglect and ill-treatment of children,North West
31,2018-08-31,11,Neglect and ill-treatment of children,North West
32,2018-09-30,8,Neglect and ill-treatment of children,North West
33,2018-10-31,7,Neglect and ill-treatment of children,North West
34,2018-11-30,14,Neglect and ill-treatment of children,North West
35,2018-12-31,12,Neglect and ill-treatment of children,North West
36,2019-01-31,10,Neglect and ill-treatment of children,North West
37,2019-02-28,12,Neglect and ill-treatment of children,North West
38,2019-03-31,11,Neglect and ill-treatment of children,North West
39,2019-04-30,16,Neglect and ill-treatment of children,North West
40,2019-05-31,3,Neglect and ill-treatment of children,North West
41,2019-06-30,9,Neglect and ill-treatment of children,North West
42,2019-07-31,8,Neglect and ill-treatment of children,North West
43,2019-08-31,19,Neglect and ill-treatment of children,North West
44,2019-09-30,15,Neglect and ill-treatment of children,North West
45,2019-10-31,10,Neglect and ill-treatment of children,North West
46,2019-11-30,21,Neglect and ill-treatment of children,North West
47,2019-12-31,9,Neglect and ill-treatment of children,North West
48,2020-01-31,3,Neglect and ill-treatment of children,North West
49,2020-02-29,12,Neglect and ill-treatment of children,North West
50,2020-03-31,9,Neglect and ill-treatment of children,North West
51,2020-04-30,5,Neglect and ill-treatment of children,North West
52,2020-05-31,7,Neglect and ill-treatment of children,North West
53,2020-06-30,9,Neglect and ill-treatment of children,North West
54,2020-07-31,8,Neglect and ill-treatment of children,North West
55,2020-08-31,3,Neglect and ill-treatment of children,North West
56,2020-09-30,11,Neglect and ill-treatment of children,North West
57,2020-10-31,8,Neglect and ill-treatment of children,North West
58,2020-11-30,10,Neglect and ill-treatment of children,North West
59,2020-12-31,11,Neglect and ill-treatment of children,North West
60,2021-01-31,4,Neglect and ill-treatment of children,North West
61,2021-02-28,7,Neglect and ill-treatment of children,North West
62,2021-03-31,11,Neglect and ill-treatment of children,North West
0,2016-01-31,1805,Other serious crime,North West
1,2016-02-29,1974,Other serious crime,North West
2,2016-03-31,1963,Other serious crime,North West
3,2016-04-30,2015,Other serious crime,North West
4,2016-05-31,1943,Other serious crime,North West
5,2016-06-30,2083,Other serious crime,North West
6,2016-07-31,1780,Other serious crime,North West
7,2016-08-31,1996,Other serious crime,North West
8,2016-09-30,2041,Other serious crime,North West
9,2016-10-31,2266,Other serious crime,North West
10,2016-11-30,1974,Other serious crime,North West
11,2016-12-31,1798,Other serious crime,North West
12,2017-01-31,1723,Other serious crime,North West
13,2017-02-28,1857,Other serious crime,North West
14,2017-03-31,1957,Other serious crime,North West
15,2017-04-30,1711,Other serious crime,North West
16,2017-05-31,1869,Other serious crime,North West
17,2017-06-30,1704,Other serious crime,North West
18,2017-07-31,1725,Other serious crime,North West
19,2017-08-31,1702,Other serious crime,North West
20,2017-09-30,1588,Other serious crime,North West
21,2017-10-31,1777,Other serious crime,North West
22,2017-11-30,1750,Other serious crime,North West
23,2017-12-31,1581,Other serious crime,North West
24,2018-01-31,1630,Other serious crime,North West
25,2018-02-28,1614,Other serious crime,North West
26,2018-03-31,1748,Other serious crime,North West
27,2018-04-30,1921,Other serious crime,North West
28,2018-05-31,1835,Other serious crime,North West
29,2018-06-30,1786,Other serious crime,North West
30,2018-07-31,1730,Other serious crime,North West
31,2018-08-31,1882,Other serious crime,North West
32,2018-09-30,1624,Other serious crime,North West
33,2018-10-31,2219,Other serious crime,North West
34,2018-11-30,1900,Other serious crime,North West
35,2018-12-31,1692,Other serious crime,North West
36,2019-01-31,1804,Other serious crime,North West
37,2019-02-28,1805,Other serious crime,North West
38,2019-03-31,1956,Other serious crime,North West
39,2019-04-30,1918,Other serious crime,North West
40,2019-05-31,1888,Other serious crime,North West
41,2019-06-30,1797,Other serious crime,North West
42,2019-07-31,1910,Other serious crime,North West
43,2019-08-31,1849,Other serious crime,North West
44,2019-09-30,1824,Other serious crime,North West
45,2019-10-31,1882,Other serious crime,North West
46,2019-11-30,1837,Other serious crime,North West
47,2019-12-31,1630,Other serious crime,North West
48,2020-01-31,1744,Other serious crime,North West
49,2020-02-29,1794,Other serious crime,North West
50,2020-03-31,1717,Other serious crime,North West
51,2020-04-30,1000,Other serious crime,North West
52,2020-05-31,1339,Other serious crime,North West
53,2020-06-30,1465,Other serious crime,North West
54,2020-07-31,1538,Other serious crime,North West
55,2020-08-31,1653,Other serious crime,North West
56,2020-09-30,1641,Other serious crime,North West
57,2020-10-31,1849,Other serious crime,North West
58,2020-11-30,1716,Other serious crime,North West
59,2020-12-31,1622,Other serious crime,North West
60,2021-01-31,1560,Other serious crime,North West
61,2021-02-28,1521,Other serious crime,North West
62,2021-03-31,1888,Other serious crime,North West
0,2016-01-31,2676,Property-related crime,North West
1,2016-02-29,2684,Property-related crime,North West
2,2016-03-31,2783,Property-related crime,North West
3,2016-04-30,2661,Property-related crime,North West
4,2016-05-31,2612,Property-related crime,North West
5,2016-06-30,2453,Property-related crime,North West
6,2016-07-31,2502,Property-related crime,North West
7,2016-08-31,2738,Property-related crime,North West
8,2016-09-30,2737,Property-related crime,North West
9,2016-10-31,2716,Property-related crime,North West
10,2016-11-30,2698,Property-related crime,North West
11,2016-12-31,2436,Property-related crime,North West
12,2017-01-31,2559,Property-related crime,North West
13,2017-02-28,2500,Property-related crime,North West
14,2017-03-31,2658,Property-related crime,North West
15,2017-04-30,2345,Property-related crime,North West
16,2017-05-31,2418,Property-related crime,North West
17,2017-06-30,2283,Property-related crime,North West
18,2017-07-31,2262,Property-related crime,North West
19,2017-08-31,2400,Property-related crime,North West
20,2017-09-30,2240,Property-related crime,North West
21,2017-10-31,2492,Property-related crime,North West
22,2017-11-30,2558,Property-related crime,North West
23,2017-12-31,2387,Property-related crime,North West
24,2018-01-31,2453,Property-related crime,North West
25,2018-02-28,2396,Property-related crime,North West
26,2018-03-31,2546,Property-related crime,North West
27,2018-04-30,2313,Property-related crime,North West
28,2018-05-31,2357,Property-related crime,North West
29,2018-06-30,2319,Property-related crime,North West
30,2018-07-31,2404,Property-related crime,North West
31,2018-08-31,2477,Property-related crime,North West
32,2018-09-30,2241,Property-related crime,North West
33,2018-10-31,2343,Property-related crime,North West
34,2018-11-30,2474,Property-related crime,North West
35,2018-12-31,2403,Property-related crime,North West
36,2019-01-31,2402,Property-related crime,North West
37,2019-02-28,2422,Property-related crime,North West
38,2019-03-31,2483,Property-related crime,North West
39,2019-04-30,2597,Property-related crime,North West
40,2019-05-31,2420,Property-related crime,North West
41,2019-06-30,2141,Property-related crime,North West
42,2019-07-31,2387,Property-related crime,North West
43,2019-08-31,2418,Property-related crime,North West
44,2019-09-30,2288,Property-related crime,North West
45,2019-10-31,2595,Property-related crime,North West
46,2019-11-30,2362,Property-related crime,North West
47,2019-12-31,2416,Property-related crime,North West
48,2020-01-31,2421,Property-related crime,North West
49,2020-02-29,2368,Property-related crime,North West
50,2020-03-31,2193,Property-related crime,North West
51,2020-04-30,2042,Property-related crime,North West
52,2020-05-31,1710,Property-related crime,North West
53,2020-06-30,1748,Property-related crime,North West
54,2020-07-31,1818,Property-related crime,North West
55,2020-08-31,1831,Property-related crime,North West
56,2020-09-30,1916,Property-related crime,North West
57,2020-10-31,2086,Property-related crime,North West
58,2020-11-30,2032,Property-related crime,North West
59,2020-12-31,2094,Property-related crime,North West
60,2021-01-31,1836,Property-related crime,North West
61,2021-02-28,1934,Property-related crime,North West
62,2021-03-31,2097,Property-related crime,North West
0,2016-01-31,12,Public violence,North West
1,2016-02-29,19,Public violence,North West
2,2016-03-31,14,Public violence,North West
3,2016-04-30,24,Public violence,North West
4,2016-05-31,30,Public violence,North West
5,2016-06-30,36,Public violence,North West
6,2016-07-31,9,Public violence,North West
7,2016-08-31,10,Public violence,North West
8,2016-09-30,4,Public violence,North West
9,2016-10-31,24,Public violence,North West
10,2016-11-30,6,Public violence,North West
11,2016-12-31,14,Public violence,North West
12,2017-01-31,10,Public violence,North West
13,2017-02-28,13,Public violence,North West
14,2017-03-31,25,Public violence,North West
15,2017-04-30,10,Public violence,North West
16,2017-05-31,29,Public violence,North West
17,2017-06-30,46,Public violence,North West
18,2017-07-31,5,Public violence,North West
19,2017-08-31,28,Public violence,North West
20,2017-09-30,21,Public violence,North West
21,2017-10-31,9,Public violence,North West
22,2017-11-30,9,Public violence,North West
23,2017-12-31,5,Public violence,North West
24,2018-01-31,7,Public violence,North West
25,2018-02-28,7,Public violence,North West
26,2018-03-31,12,Public violence,North West
27,2018-04-30,13,Public violence,North West
28,2018-05-31,24,Public violence,North West
29,2018-06-30,28,Public violence,North West
30,2018-07-31,10,Public violence,North West
31,2018-08-31,11,Public violence,North West
32,2018-09-30,18,Public violence,North West
33,2018-10-31,17,Public violence,North West
34,2018-11-30,15,Public violence,North West
35,2018-12-31,6,Public violence,North West
36,2019-01-31,16,Public violence,North West
37,2019-02-28,17,Public violence,North West
38,2019-03-31,9,Public violence,North West
39,2019-04-30,10,Public violence,North West
40,2019-05-31,10,Public violence,North West
41,2019-06-30,10,Public violence,North West
42,2019-07-31,12,Public violence,North West
43,2019-08-31,20,Public violence,North West
44,2019-09-30,8,Public violence,North West
45,2019-10-31,3,Public violence,North West
46,2019-11-30,2,Public violence,North West
47,2019-12-31,2,Public violence,North West
48,2020-01-31,12,Public violence,North West
49,2020-02-29,10,Public violence,North West
50,2020-03-31,15,Public violence,North West
51,2020-04-30,8,Public violence,North West
52,2020-05-31,2,Public violence,North West
53,2020-06-30,6,Public violence,North West
54,2020-07-31,5,Public violence,North West
55,2020-08-31,8,Public violence,North West
56,2020-09-30,7,Public violence,North West
57,2020-10-31,10,Public violence,North West
58,2020-11-30,8,Public violence,North West
59,2020-12-31,9,Public violence,North West
60,2021-01-31,5,Public violence,North West
61,2021-02-28,8,Public violence,North West
62,2021-03-31,6,Public violence,North West
0,2016-01-31,249,Rape,North West
1,2016-02-29,214,Rape,North West
2,2016-03-31,223,Rape,North West
3,2016-04-30,213,Rape,North West
4,2016-05-31,220,Rape,North West
5,2016-06-30,190,Rape,North West
6,2016-07-31,205,Rape,North West
7,2016-08-31,224,Rape,North West
8,2016-09-30,242,Rape,North West
9,2016-10-31,239,Rape,North West
10,2016-11-30,221,Rape,North West
11,2016-12-31,271,Rape,North West
12,2017-01-31,251,Rape,North West
13,2017-02-28,221,Rape,North West
14,2017-03-31,233,Rape,North West
15,2017-04-30,203,Rape,North West
16,2017-05-31,209,Rape,North West
17,2017-06-30,197,Rape,North West
18,2017-07-31,202,Rape,North West
19,2017-08-31,215,Rape,North West
20,2017-09-30,252,Rape,North West
21,2017-10-31,243,Rape,North West
22,2017-11-30,247,Rape,North West
23,2017-12-31,285,Rape,North West
24,2018-01-31,217,Rape,North West
25,2018-02-28,228,Rape,North West
26,2018-03-31,235,Rape,North West
27,2018-04-30,213,Rape,North West
28,2018-05-31,219,Rape,North West
29,2018-06-30,192,Rape,North West
30,2018-07-31,196,Rape,North West
31,2018-08-31,242,Rape,North West
32,2018-09-30,248,Rape,North West
33,2018-10-31,222,Rape,North West
34,2018-11-30,286,Rape,North West
35,2018-12-31,340,Rape,North West
36,2019-01-31,206,Rape,North West
37,2019-02-28,255,Rape,North West
38,2019-03-31,306,Rape,North West
39,2019-04-30,252,Rape,North West
40,2019-05-31,227,Rape,North West
41,2019-06-30,206,Rape,North West
42,2019-07-31,254,Rape,North West
43,2019-08-31,239,Rape,North West
44,2019-09-30,287,Rape,North West
45,2019-10-31,289,Rape,North West
46,2019-11-30,268,Rape,North West
47,2019-12-31,309,Rape,North West
48,2020-01-31,214,Rape,North West
49,2020-02-29,243,Rape,North West
50,2020-03-31,201,Rape,North West
51,2020-04-30,102,Rape,North West
52,2020-05-31,135,Rape,North West
53,2020-06-30,191,Rape,North West
54,2020-07-31,152,Rape,North West
55,2020-08-31,200,Rape,North West
56,2020-09-30,275,Rape,North West
57,2020-10-31,299,Rape,North West
58,2020-11-30,337,Rape,North West
59,2020-12-31,289,Rape,North West
60,2021-01-31,164,Rape,North West
61,2021-02-28,207,Rape,North West
62,2021-03-31,270,Rape,North West
0,2016-01-31,124,Robbery at non-residential premises,North West
1,2016-02-29,109,Robbery at non-residential premises,North West
2,2016-03-31,98,Robbery at non-residential premises,North West
3,2016-04-30,140,Robbery at non-residential premises,North West
4,2016-05-31,128,Robbery at non-residential premises,North West
5,2016-06-30,142,Robbery at non-residential premises,North West
6,2016-07-31,135,Robbery at non-residential premises,North West
7,2016-08-31,159,Robbery at non-residential premises,North West
8,2016-09-30,122,Robbery at non-residential premises,North West
9,2016-10-31,142,Robbery at non-residential premises,North West
10,2016-11-30,128,Robbery at non-residential premises,North West
11,2016-12-31,113,Robbery at non-residential premises,North West
12,2017-01-31,87,Robbery at non-residential premises,North West
13,2017-02-28,92,Robbery at non-residential premises,North West
14,2017-03-31,106,Robbery at non-residential premises,North West
15,2017-04-30,94,Robbery at non-residential premises,North West
16,2017-05-31,91,Robbery at non-residential premises,North West
17,2017-06-30,75,Robbery at non-residential premises,North West
18,2017-07-31,115,Robbery at non-residential premises,North West
19,2017-08-31,107,Robbery at non-residential premises,North West
20,2017-09-30,90,Robbery at non-residential premises,North West
21,2017-10-31,129,Robbery at non-residential premises,North West
22,2017-11-30,120,Robbery at non-residential premises,North West
23,2017-12-31,140,Robbery at non-residential premises,North West
24,2018-01-31,94,Robbery at non-residential premises,North West
25,2018-02-28,101,Robbery at non-residential premises,North West
26,2018-03-31,110,Robbery at non-residential premises,North West
27,2018-04-30,136,Robbery at non-residential premises,North West
28,2018-05-31,121,Robbery at non-residential premises,North West
29,2018-06-30,130,Robbery at non-residential premises,North West
30,2018-07-31,126,Robbery at non-residential premises,North West
31,2018-08-31,114,Robbery at non-residential premises,North West
32,2018-09-30,101,Robbery at non-residential premises,North West
33,2018-10-31,105,Robbery at non-residential premises,North West
34,2018-11-30,115,Robbery at non-residential premises,North West
35,2018-12-31,99,Robbery at non-residential premises,North West
36,2019-01-31,106,Robbery at non-residential premises,North West
37,2019-02-28,88,Robbery at non-residential premises,North West
38,2019-03-31,88,Robbery at non-residential premises,North West
39,2019-04-30,100,Robbery at non-residential premises,North West
40,2019-05-31,104,Robbery at non-residential premises,North West
41,2019-06-30,91,Robbery at non-residential premises,North West
42,2019-07-31,104,Robbery at non-residential premises,North West
43,2019-08-31,116,Robbery at non-residential premises,North West
44,2019-09-30,125,Robbery at non-residential premises,North West
45,2019-10-31,148,Robbery at non-residential premises,North West
46,2019-11-30,124,Robbery at non-residential premises,North West
47,2019-12-31,117,Robbery at non-residential premises,North West
48,2020-01-31,100,Robbery at non-residential premises,North West
49,2020-02-29,81,Robbery at non-residential premises,North West
50,2020-03-31,97,Robbery at non-residential premises,North West
51,2020-04-30,66,Robbery at non-residential premises,North West
52,2020-05-31,72,Robbery at non-residential premises,North West
53,2020-06-30,86,Robbery at non-residential premises,North West
54,2020-07-31,115,Robbery at non-residential premises,North West
55,2020-08-31,111,Robbery at non-residential premises,North West
56,2020-09-30,113,Robbery at non-residential premises,North West
57,2020-10-31,104,Robbery at non-residential premises,North West
58,2020-11-30,107,Robbery at non-residential premises,North West
59,2020-12-31,97,Robbery at non-residential premises,North West
60,2021-01-31,105,Robbery at non-residential premises,North West
61,2021-02-28,87,Robbery at non-residential premises,North West
62,2021-03-31,109,Robbery at non-residential premises,North West
0,2016-01-31,91,Robbery at residential premises,North West
1,2016-02-29,86,Robbery at residential premises,North West
2,2016-03-31,77,Robbery at residential premises,North West
3,2016-04-30,56,Robbery at residential premises,North West
4,2016-05-31,94,Robbery at residential premises,North West
5,2016-06-30,127,Robbery at residential premises,North West
6,2016-07-31,80,Robbery at residential premises,North West
7,2016-08-31,104,Robbery at residential premises,North West
8,2016-09-30,108,Robbery at residential premises,North West
9,2016-10-31,136,Robbery at residential premises,North West
10,2016-11-30,129,Robbery at residential premises,North West
11,2016-12-31,148,Robbery at residential premises,North West
12,2017-01-31,108,Robbery at residential premises,North West
13,2017-02-28,101,Robbery at residential premises,North West
14,2017-03-31,99,Robbery at residential premises,North West
15,2017-04-30,91,Robbery at residential premises,North West
16,2017-05-31,95,Robbery at residential premises,North West
17,2017-06-30,89,Robbery at residential premises,North West
18,2017-07-31,105,Robbery at residential premises,North West
19,2017-08-31,81,Robbery at residential premises,North West
20,2017-09-30,85,Robbery at residential premises,North West
21,2017-10-31,101,Robbery at residential premises,North West
22,2017-11-30,95,Robbery at residential premises,North West
23,2017-12-31,128,Robbery at residential premises,North West
24,2018-01-31,84,Robbery at residential premises,North West
25,2018-02-28,92,Robbery at residential premises,North West
26,2018-03-31,101,Robbery at residential premises,North West
27,2018-04-30,92,Robbery at residential premises,North West
28,2018-05-31,131,Robbery at residential premises,North West
29,2018-06-30,103,Robbery at residential premises,North West
30,2018-07-31,107,Robbery at residential premises,North West
31,2018-08-31,118,Robbery at residential premises,North West
32,2018-09-30,93,Robbery at residential premises,North West
33,2018-10-31,113,Robbery at residential premises,North West
34,2018-11-30,106,Robbery at residential premises,North West
35,2018-12-31,149,Robbery at residential premises,North West
36,2019-01-31,91,Robbery at residential premises,North West
37,2019-02-28,87,Robbery at residential premises,North West
38,2019-03-31,101,Robbery at residential premises,North West
39,2019-04-30,95,Robbery at residential premises,North West
40,2019-05-31,88,Robbery at residential premises,North West
41,2019-06-30,70,Robbery at residential premises,North West
42,2019-07-31,75,Robbery at residential premises,North West
43,2019-08-31,75,Robbery at residential premises,North West
44,2019-09-30,82,Robbery at residential premises,North West
45,2019-10-31,119,Robbery at residential premises,North West
46,2019-11-30,116,Robbery at residential premises,North West
47,2019-12-31,109,Robbery at residential premises,North West
48,2020-01-31,76,Robbery at residential premises,North West
49,2020-02-29,86,Robbery at residential premises,North West
50,2020-03-31,87,Robbery at residential premises,North West
51,2020-04-30,60,Robbery at residential premises,North West
52,2020-05-31,80,Robbery at residential premises,North West
53,2020-06-30,64,Robbery at residential premises,North West
54,2020-07-31,77,Robbery at residential premises,North West
55,2020-08-31,84,Robbery at residential premises,North West
56,2020-09-30,107,Robbery at residential premises,North West
57,2020-10-31,104,Robbery at residential premises,North West
58,2020-11-30,91,Robbery at residential premises,North West
59,2020-12-31,114,Robbery at residential premises,North West
60,2021-01-31,91,Robbery at residential premises,North West
61,2021-02-28,63,Robbery at residential premises,North West
62,2021-03-31,97,Robbery at residential premises,North West
0,2016-01-31,1,Robbery of cash in transit,North West
1,2016-02-29,0,Robbery of cash in transit,North West
2,2016-03-31,1,Robbery of cash in transit,North West
3,2016-04-30,2,Robbery of cash in transit,North West
4,2016-05-31,0,Robbery of cash in transit,North West
5,2016-06-30,0,Robbery of cash in transit,North West
6,2016-07-31,4,Robbery of cash in transit,North West
7,2016-08-31,2,Robbery of cash in transit,North West
8,2016-09-30,2,Robbery of cash in transit,North West
9,2016-10-31,0,Robbery of cash in transit,North West
10,2016-11-30,1,Robbery of cash in transit,North West
11,2016-12-31,1,Robbery of cash in transit,North West
12,2017-01-31,0,Robbery of cash in transit,North West
13,2017-02-28,0,Robbery of cash in transit,North West
14,2017-03-31,0,Robbery of cash in transit,North West
15,2017-04-30,0,Robbery of cash in transit,North West
16,2017-05-31,0,Robbery of cash in transit,North West
17,2017-06-30,2,Robbery of cash in transit,North West
18,2017-07-31,1,Robbery of cash in transit,North West
19,2017-08-31,3,Robbery of cash in transit,North West
20,2017-09-30,1,Robbery of cash in transit,North West
21,2017-10-31,4,Robbery of cash in transit,North West
22,2017-11-30,2,Robbery of cash in transit,North West
23,2017-12-31,1,Robbery of cash in transit,North West
24,2018-01-31,2,Robbery of cash in transit,North West
25,2018-02-28,1,Robbery of cash in transit,North West
26,2018-03-31,1,Robbery of cash in transit,North West
27,2018-04-30,0,Robbery of cash in transit,North West
28,2018-05-31,1,Robbery of cash in transit,North West
29,2018-06-30,0,Robbery of cash in transit,North West
30,2018-07-31,0,Robbery of cash in transit,North West
31,2018-08-31,2,Robbery of cash in transit,North West
32,2018-09-30,1,Robbery of cash in transit,North West
33,2018-10-31,2,Robbery of cash in transit,North West
34,2018-11-30,0,Robbery of cash in transit,North West
35,2018-12-31,1,Robbery of cash in transit,North West
36,2019-01-31,0,Robbery of cash in transit,North West
37,2019-02-28,1,Robbery of cash in transit,North West
38,2019-03-31,0,Robbery of cash in transit,North West
39,2019-04-30,0,Robbery of cash in transit,North West
40,2019-05-31,1,Robbery of cash in transit,North West
41,2019-06-30,2,Robbery of cash in transit,North West
42,2019-07-31,0,Robbery of cash in transit,North West
43,2019-08-31,2,Robbery of cash in transit,North West
44,2019-09-30,1,Robbery of cash in transit,North West
45,2019-10-31,0,Robbery of cash in transit,North West
46,2019-11-30,1,Robbery of cash in transit,North West
47,2019-12-31,1,Robbery of cash in transit,North West
48,2020-01-31,0,Robbery of cash in transit,North West
49,2020-02-29,2,Robbery of cash in transit,North West
50,2020-03-31,2,Robbery of cash in transit,North West
51,2020-04-30,0,Robbery of cash in transit,North West
52,2020-05-31,0,Robbery of cash in transit,North West
53,2020-06-30,0,Robbery of cash in transit,North West
54,2020-07-31,0,Robbery of cash in transit,North West
55,2020-08-31,0,Robbery of cash in transit,North West
56,2020-09-30,1,Robbery of cash in transit,North West
57,2020-10-31,0,Robbery of cash in transit,North West
58,2020-11-30,0,Robbery of cash in transit,North West
59,2020-12-31,0,Robbery of cash in transit,North West
60,2021-01-31,0,Robbery of cash in transit,North West
61,2021-02-28,1,Robbery of cash in transit,North West
62,2021-03-31,0,Robbery of cash in transit,North West
0,2016-01-31,517,Robbery with aggravating circumstances,North West
1,2016-02-29,495,Robbery with aggravating circumstances,North West
2,2016-03-31,517,Robbery with aggravating circumstances,North West
3,2016-04-30,515,Robbery with aggravating circumstances,North West
4,2016-05-31,557,Robbery with aggravating circumstances,North West
5,2016-06-30,575,Robbery with aggravating circumstances,North West
6,2016-07-31,555,Robbery with aggravating circumstances,North West
7,2016-08-31,639,Robbery with aggravating circumstances,North West
8,2016-09-30,610,Robbery with aggravating circumstances,North West
9,2016-10-31,625,Robbery with aggravating circumstances,North West
10,2016-11-30,616,Robbery with aggravating circumstances,North West
11,2016-12-31,659,Robbery with aggravating circumstances,North West
12,2017-01-31,528,Robbery with aggravating circumstances,North West
13,2017-02-28,544,Robbery with aggravating circumstances,North West
14,2017-03-31,596,Robbery with aggravating circumstances,North West
15,2017-04-30,590,Robbery with aggravating circumstances,North West
16,2017-05-31,549,Robbery with aggravating circumstances,North West
17,2017-06-30,517,Robbery with aggravating circumstances,North West
18,2017-07-31,582,Robbery with aggravating circumstances,North West
19,2017-08-31,603,Robbery with aggravating circumstances,North West
20,2017-09-30,555,Robbery with aggravating circumstances,North West
21,2017-10-31,583,Robbery with aggravating circumstances,North West
22,2017-11-30,581,Robbery with aggravating circumstances,North West
23,2017-12-31,684,Robbery with aggravating circumstances,North West
24,2018-01-31,505,Robbery with aggravating circumstances,North West
25,2018-02-28,472,Robbery with aggravating circumstances,North West
26,2018-03-31,614,Robbery with aggravating circumstances,North West
27,2018-04-30,615,Robbery with aggravating circumstances,North West
28,2018-05-31,660,Robbery with aggravating circumstances,North West
29,2018-06-30,639,Robbery with aggravating circumstances,North West
30,2018-07-31,596,Robbery with aggravating circumstances,North West
31,2018-08-31,583,Robbery with aggravating circumstances,North West
32,2018-09-30,566,Robbery with aggravating circumstances,North West
33,2018-10-31,585,Robbery with aggravating circumstances,North West
34,2018-11-30,559,Robbery with aggravating circumstances,North West
35,2018-12-31,618,Robbery with aggravating circumstances,North West
36,2019-01-31,493,Robbery with aggravating circumstances,North West
37,2019-02-28,512,Robbery with aggravating circumstances,North West
38,2019-03-31,604,Robbery with aggravating circumstances,North West
39,2019-04-30,561,Robbery with aggravating circumstances,North West
40,2019-05-31,579,Robbery with aggravating circumstances,North West
41,2019-06-30,484,Robbery with aggravating circumstances,North West
42,2019-07-31,511,Robbery with aggravating circumstances,North West
43,2019-08-31,603,Robbery with aggravating circumstances,North West
44,2019-09-30,580,Robbery with aggravating circumstances,North West
45,2019-10-31,614,Robbery with aggravating circumstances,North West
46,2019-11-30,633,Robbery with aggravating circumstances,North West
47,2019-12-31,615,Robbery with aggravating circumstances,North West
48,2020-01-31,538,Robbery with aggravating circumstances,North West
49,2020-02-29,536,Robbery with aggravating circumstances,North West
50,2020-03-31,559,Robbery with aggravating circumstances,North West
51,2020-04-30,283,Robbery with aggravating circumstances,North West
52,2020-05-31,397,Robbery with aggravating circumstances,North West
53,2020-06-30,390,Robbery with aggravating circumstances,North West
54,2020-07-31,452,Robbery with aggravating circumstances,North West
55,2020-08-31,463,Robbery with aggravating circumstances,North West
56,2020-09-30,566,Robbery with aggravating circumstances,North West
57,2020-10-31,563,Robbery with aggravating circumstances,North West
58,2020-11-30,583,Robbery with aggravating circumstances,North West
59,2020-12-31,571,Robbery with aggravating circumstances,North West
60,2021-01-31,440,Robbery with aggravating circumstances,North West
61,2021-02-28,456,Robbery with aggravating circumstances,North West
62,2021-03-31,559,Robbery with aggravating circumstances,North West
0,2016-01-31,26,Sexual Assault,North West
1,2016-02-29,25,Sexual Assault,North West
2,2016-03-31,29,Sexual Assault,North West
3,2016-04-30,20,Sexual Assault,North West
4,2016-05-31,23,Sexual Assault,North West
5,2016-06-30,18,Sexual Assault,North West
6,2016-07-31,27,Sexual Assault,North West
7,2016-08-31,34,Sexual Assault,North West
8,2016-09-30,38,Sexual Assault,North West
9,2016-10-31,22,Sexual Assault,North West
10,2016-11-30,34,Sexual Assault,North West
11,2016-12-31,30,Sexual Assault,North West
